path,label,source,width,height,mode,aspect_ratio
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi0196-07-1.jpg,diospyros_virginiana,lab,600,500,RGB,1.2
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi0196-07-2.jpg,diospyros_virginiana,lab,600,500,RGB,1.2
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi0196-07-3.jpg,diospyros_virginiana,lab,600,500,RGB,1.2
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi0196-07-4.jpg,diospyros_virginiana,lab,600,500,RGB,1.2
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi0196-08-1.jpg,diospyros_virginiana,lab,600,500,RGB,1.2
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi0196-08-2.jpg,diospyros_virginiana,lab,600,500,RGB,1.2
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi0196-08-3.jpg,diospyros_virginiana,lab,600,500,RGB,1.2
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi0196-08-4.jpg,diospyros_virginiana,lab,600,500,RGB,1.2
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi0196-09-1.jpg,diospyros_virginiana,lab,600,500,RGB,1.2
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi0196-09-2.jpg,diospyros_virginiana,lab,600,500,RGB,1.2
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi0196-09-3.jpg,diospyros_virginiana,lab,600,500,RGB,1.2
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi0196-09-4.jpg,diospyros_virginiana,lab,600,500,RGB,1.2
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi0196-10-1.jpg,diospyros_virginiana,lab,600,500,RGB,1.2
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi0196-10-2.jpg,diospyros_virginiana,lab,600,500,RGB,1.2
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi0196-10-3.jpg,diospyros_virginiana,lab,600,500,RGB,1.2
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi0196-10-4.jpg,diospyros_virginiana,lab,600,500,RGB,1.2
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-01-1.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-01-2.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-01-3.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-01-4.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-02-1.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-02-2.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-02-3.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-02-4.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-03-1.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-03-2.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-03-3.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-03-4.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-04-1.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-04-2.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-04-3.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-04-4.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-05-1.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-05-2.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-05-3.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-05-4.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-06-1.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-06-2.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-06-3.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-06-4.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-07-1.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-07-2.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-07-3.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-07-4.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-08-1.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-08-2.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-08-3.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-08-4.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-09-1.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-09-2.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-09-3.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-09-4.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-10-1.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-10-2.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-10-3.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2198-10-4.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-01-1.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-01-2.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-01-3.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-01-4.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-02-1.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-02-2.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-02-3.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-02-4.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-03-1.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-03-2.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-03-3.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-03-4.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-04-1.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-04-2.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-04-3.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-04-4.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-05-1.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-05-2.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-05-3.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-05-4.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-06-1.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-06-2.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-06-3.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-06-4.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-07-1.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-07-2.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-07-3.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-07-4.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-08-1.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-08-2.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-08-3.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-08-4.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-09-1.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-09-2.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-09-3.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-09-4.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-10-1.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-10-2.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-10-3.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2199-10-4.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-01-1.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-01-2.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-01-3.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
/Users/luna/COMP9444-Tree-Species-Classification/data/raw/5061353/leafsnap-dataset-30subset/dataset/images/lab/Auto_cropped/diospyros_virginiana/pi2200-01-4.jpg,diospyros_virginiana,lab,650,500,RGB,1.3
