sha256,path,label,source
b2aeb7d9375dbe0436abad740e7fdf23ffcf173896ca0aea7c8cbf99efc81eef,dataset/images/field/quercus_muehlenbergii/13292254752545.jpg,quercus_muehlenbergii,field
836dd747efa8f58b4f79db39cabacc0fe6b35647287284f773dedc0a5d9287e3,dataset/images/field/prunus_sargentii/13292228496936.jpg,prunus_sargentii,field
836dd747efa8f58b4f79db39cabacc0fe6b35647287284f773dedc0a5d9287e3,dataset/images/field/prunus_sargentii/13292233225049.jpg,prunus_sargentii,field
836dd747efa8f58b4f79db39cabacc0fe6b35647287284f773dedc0a5d9287e3,dataset/images/field/quercus_muehlenbergii/13292245046652.jpg,quercus_muehlenbergii,field
836dd747efa8f58b4f79db39cabacc0fe6b35647287284f773dedc0a5d9287e3,dataset/images/field/quercus_muehlenbergii/13292254759688.jpg,quercus_muehlenbergii,field
42667fb8f0cde9b369b620601eb1cefdda55d1a2180bdce09f2c60b016f8378b,dataset/images/field/prunus_sargentii/13292228498281.jpg,prunus_sargentii,field
42667fb8f0cde9b369b620601eb1cefdda55d1a2180bdce09f2c60b016f8378b,dataset/images/field/prunus_sargentii/13292233223856.jpg,prunus_sargentii,field
42667fb8f0cde9b369b620601eb1cefdda55d1a2180bdce09f2c60b016f8378b,dataset/images/field/quercus_muehlenbergii/13292245043692.jpg,quercus_muehlenbergii,field
42667fb8f0cde9b369b620601eb1cefdda55d1a2180bdce09f2c60b016f8378b,dataset/images/field/quercus_muehlenbergii/13292254751392.jpg,quercus_muehlenbergii,field
c53ebbb334fbcb5a1d56a8120c2a8794766a127a3fd5b2702c3793a180b16dc8,dataset/images/field/prunus_sargentii/13292228498070.jpg,prunus_sargentii,field
c53ebbb334fbcb5a1d56a8120c2a8794766a127a3fd5b2702c3793a180b16dc8,dataset/images/field/prunus_sargentii/13292233226675.jpg,prunus_sargentii,field
c53ebbb334fbcb5a1d56a8120c2a8794766a127a3fd5b2702c3793a180b16dc8,dataset/images/field/quercus_muehlenbergii/13292245049214.jpg,quercus_muehlenbergii,field
c53ebbb334fbcb5a1d56a8120c2a8794766a127a3fd5b2702c3793a180b16dc8,dataset/images/field/quercus_muehlenbergii/13292254759220.jpg,quercus_muehlenbergii,field
575d4aac4db3e3b3e1e96c58b38a74e2a03df97b72fdac9ce9b648eba17cfe49,dataset/images/field/prunus_sargentii/13292228491993.jpg,prunus_sargentii,field
575d4aac4db3e3b3e1e96c58b38a74e2a03df97b72fdac9ce9b648eba17cfe49,dataset/images/field/prunus_sargentii/13292233221560.jpg,prunus_sargentii,field
575d4aac4db3e3b3e1e96c58b38a74e2a03df97b72fdac9ce9b648eba17cfe49,dataset/images/field/quercus_muehlenbergii/13292245045228.jpg,quercus_muehlenbergii,field
575d4aac4db3e3b3e1e96c58b38a74e2a03df97b72fdac9ce9b648eba17cfe49,dataset/images/field/quercus_muehlenbergii/13292254756353.jpg,quercus_muehlenbergii,field
713f9bc970bd445ba4cab04412b922dbd8f3150356b3af044b38a6a76144233e,dataset/images/field/prunus_sargentii/13292228499158.jpg,prunus_sargentii,field
713f9bc970bd445ba4cab04412b922dbd8f3150356b3af044b38a6a76144233e,dataset/images/field/prunus_sargentii/13292233223018.jpg,prunus_sargentii,field
713f9bc970bd445ba4cab04412b922dbd8f3150356b3af044b38a6a76144233e,dataset/images/field/quercus_muehlenbergii/13292245046852.jpg,quercus_muehlenbergii,field
713f9bc970bd445ba4cab04412b922dbd8f3150356b3af044b38a6a76144233e,dataset/images/field/quercus_muehlenbergii/13292254758770.jpg,quercus_muehlenbergii,field
d5478b4d949cae172afbd342c4512a87bcf08e819ec562e2053217f1e553cdfd,dataset/images/field/prunus_sargentii/13292228491234.jpg,prunus_sargentii,field
d5478b4d949cae172afbd342c4512a87bcf08e819ec562e2053217f1e553cdfd,dataset/images/field/prunus_sargentii/13292233228804.jpg,prunus_sargentii,field
d5478b4d949cae172afbd342c4512a87bcf08e819ec562e2053217f1e553cdfd,dataset/images/field/quercus_muehlenbergii/13292245044132.jpg,quercus_muehlenbergii,field
d5478b4d949cae172afbd342c4512a87bcf08e819ec562e2053217f1e553cdfd,dataset/images/field/quercus_muehlenbergii/13292254754088.jpg,quercus_muehlenbergii,field
935dcc7406d7cd110368b2197cb11ebf06ba561a4c3e401735987fe667db0ceb,dataset/images/field/prunus_sargentii/13292228495646.jpg,prunus_sargentii,field
935dcc7406d7cd110368b2197cb11ebf06ba561a4c3e401735987fe667db0ceb,dataset/images/field/prunus_sargentii/13292233228606.jpg,prunus_sargentii,field
935dcc7406d7cd110368b2197cb11ebf06ba561a4c3e401735987fe667db0ceb,dataset/images/field/quercus_muehlenbergii/13292245046064.jpg,quercus_muehlenbergii,field
935dcc7406d7cd110368b2197cb11ebf06ba561a4c3e401735987fe667db0ceb,dataset/images/field/quercus_muehlenbergii/13292254752036.jpg,quercus_muehlenbergii,field
d48832aa9cf17fda17eddc615aeca7ea895d10af2b1a9421927ba833c2185ef4,dataset/images/field/prunus_sargentii/13292228492911.jpg,prunus_sargentii,field
d48832aa9cf17fda17eddc615aeca7ea895d10af2b1a9421927ba833c2185ef4,dataset/images/field/prunus_sargentii/13292233220714.jpg,prunus_sargentii,field
d48832aa9cf17fda17eddc615aeca7ea895d10af2b1a9421927ba833c2185ef4,dataset/images/field/quercus_muehlenbergii/13292245045249.jpg,quercus_muehlenbergii,field
d48832aa9cf17fda17eddc615aeca7ea895d10af2b1a9421927ba833c2185ef4,dataset/images/field/quercus_muehlenbergii/13292254755034.jpg,quercus_muehlenbergii,field
d73147e28bb4f5d9228fcc27a7665ef436b4882c788a8fd0995a04ab9ddd308a,dataset/images/field/prunus_sargentii/13292228495811.jpg,prunus_sargentii,field
d73147e28bb4f5d9228fcc27a7665ef436b4882c788a8fd0995a04ab9ddd308a,dataset/images/field/prunus_sargentii/13292233228877.jpg,prunus_sargentii,field
d73147e28bb4f5d9228fcc27a7665ef436b4882c788a8fd0995a04ab9ddd308a,dataset/images/field/quercus_muehlenbergii/13292245047382.jpg,quercus_muehlenbergii,field
d73147e28bb4f5d9228fcc27a7665ef436b4882c788a8fd0995a04ab9ddd308a,dataset/images/field/quercus_muehlenbergii/13292254759374.jpg,quercus_muehlenbergii,field
4d9e6bc2d5f5404b6fe70d3f58c377afcbcf71d493e9a9bdcd7b3a3d18a6fb10,dataset/images/field/prunus_sargentii/13292228490371.jpg,prunus_sargentii,field
4d9e6bc2d5f5404b6fe70d3f58c377afcbcf71d493e9a9bdcd7b3a3d18a6fb10,dataset/images/field/prunus_sargentii/13292233228507.jpg,prunus_sargentii,field
4d9e6bc2d5f5404b6fe70d3f58c377afcbcf71d493e9a9bdcd7b3a3d18a6fb10,dataset/images/field/quercus_muehlenbergii/13292245041899.jpg,quercus_muehlenbergii,field
4d9e6bc2d5f5404b6fe70d3f58c377afcbcf71d493e9a9bdcd7b3a3d18a6fb10,dataset/images/field/quercus_muehlenbergii/13292254750709.jpg,quercus_muehlenbergii,field
9cdbd78cfd3cd053480c350be56bbf1cbc0f6f4a7b1fbb8ee684340cfbd07335,dataset/images/field/prunus_sargentii/13292228495994.jpg,prunus_sargentii,field
9cdbd78cfd3cd053480c350be56bbf1cbc0f6f4a7b1fbb8ee684340cfbd07335,dataset/images/field/prunus_sargentii/13292233222365.jpg,prunus_sargentii,field
9cdbd78cfd3cd053480c350be56bbf1cbc0f6f4a7b1fbb8ee684340cfbd07335,dataset/images/field/quercus_muehlenbergii/13292245044828.jpg,quercus_muehlenbergii,field
9cdbd78cfd3cd053480c350be56bbf1cbc0f6f4a7b1fbb8ee684340cfbd07335,dataset/images/field/quercus_muehlenbergii/13292254750450.jpg,quercus_muehlenbergii,field
65f3d012b7ecac47659c4fc606622416ad35e60cd2c61a01a7b46045afa68dd3,dataset/images/field/prunus_sargentii/13292228496431.jpg,prunus_sargentii,field
65f3d012b7ecac47659c4fc606622416ad35e60cd2c61a01a7b46045afa68dd3,dataset/images/field/prunus_sargentii/13292233228317.jpg,prunus_sargentii,field
65f3d012b7ecac47659c4fc606622416ad35e60cd2c61a01a7b46045afa68dd3,dataset/images/field/quercus_muehlenbergii/13292245047861.jpg,quercus_muehlenbergii,field
65f3d012b7ecac47659c4fc606622416ad35e60cd2c61a01a7b46045afa68dd3,dataset/images/field/quercus_muehlenbergii/13292254754648.jpg,quercus_muehlenbergii,field
197e008093444a383a0cf5d60711e84349db7435a8cf59570fb2ec343aad9023,dataset/images/field/prunus_sargentii/13292228491365.jpg,prunus_sargentii,field
197e008093444a383a0cf5d60711e84349db7435a8cf59570fb2ec343aad9023,dataset/images/field/prunus_sargentii/13292233226050.jpg,prunus_sargentii,field
197e008093444a383a0cf5d60711e84349db7435a8cf59570fb2ec343aad9023,dataset/images/field/quercus_muehlenbergii/13292245042320.jpg,quercus_muehlenbergii,field
197e008093444a383a0cf5d60711e84349db7435a8cf59570fb2ec343aad9023,dataset/images/field/quercus_muehlenbergii/13292254753534.jpg,quercus_muehlenbergii,field
b586c26baaa0990402e38274a1cc2ad8876106afdbb7aecb329ce1d64cbe8461,dataset/images/field/prunus_sargentii/13292228491040.jpg,prunus_sargentii,field
b586c26baaa0990402e38274a1cc2ad8876106afdbb7aecb329ce1d64cbe8461,dataset/images/field/prunus_sargentii/13292233227893.jpg,prunus_sargentii,field
b586c26baaa0990402e38274a1cc2ad8876106afdbb7aecb329ce1d64cbe8461,dataset/images/field/quercus_muehlenbergii/13292245048624.jpg,quercus_muehlenbergii,field
b586c26baaa0990402e38274a1cc2ad8876106afdbb7aecb329ce1d64cbe8461,dataset/images/field/quercus_muehlenbergii/13292254758822.jpg,quercus_muehlenbergii,field
0bde4da1013479e45cf53adfb5c19f9c1c5dcde6020bf6f0fed02822c1de80ed,dataset/images/field/prunus_sargentii/13292228492950.jpg,prunus_sargentii,field
0bde4da1013479e45cf53adfb5c19f9c1c5dcde6020bf6f0fed02822c1de80ed,dataset/images/field/prunus_sargentii/13292233227964.jpg,prunus_sargentii,field
0bde4da1013479e45cf53adfb5c19f9c1c5dcde6020bf6f0fed02822c1de80ed,dataset/images/field/quercus_muehlenbergii/13292245043147.jpg,quercus_muehlenbergii,field
0bde4da1013479e45cf53adfb5c19f9c1c5dcde6020bf6f0fed02822c1de80ed,dataset/images/field/quercus_muehlenbergii/13292254754475.jpg,quercus_muehlenbergii,field
6bf0741d53937156dd22171d3495dba54f55b237e45d23954f562fef7c3c1a2a,dataset/images/field/prunus_sargentii/13292228492133.jpg,prunus_sargentii,field
6bf0741d53937156dd22171d3495dba54f55b237e45d23954f562fef7c3c1a2a,dataset/images/field/prunus_sargentii/13292233223315.jpg,prunus_sargentii,field
6bf0741d53937156dd22171d3495dba54f55b237e45d23954f562fef7c3c1a2a,dataset/images/field/quercus_muehlenbergii/13292245042577.jpg,quercus_muehlenbergii,field
6bf0741d53937156dd22171d3495dba54f55b237e45d23954f562fef7c3c1a2a,dataset/images/field/quercus_muehlenbergii/13292254755480.jpg,quercus_muehlenbergii,field
7df16e86cf884b3efb41851613857d264550f1a3871faed2abd8fc5da2d2474b,dataset/images/field/prunus_sargentii/13292228496647.jpg,prunus_sargentii,field
7df16e86cf884b3efb41851613857d264550f1a3871faed2abd8fc5da2d2474b,dataset/images/field/prunus_sargentii/13292233224370.jpg,prunus_sargentii,field
7df16e86cf884b3efb41851613857d264550f1a3871faed2abd8fc5da2d2474b,dataset/images/field/quercus_muehlenbergii/13292245042502.jpg,quercus_muehlenbergii,field
7df16e86cf884b3efb41851613857d264550f1a3871faed2abd8fc5da2d2474b,dataset/images/field/quercus_muehlenbergii/13292254757245.jpg,quercus_muehlenbergii,field
f5fb5b8a9a0eab84ad9b942d1ea3c0828a6e9f3127cf2283e6e4f4f5c260fb5e,dataset/images/field/prunus_sargentii/13292228493681.jpg,prunus_sargentii,field
f5fb5b8a9a0eab84ad9b942d1ea3c0828a6e9f3127cf2283e6e4f4f5c260fb5e,dataset/images/field/prunus_sargentii/13292233224014.jpg,prunus_sargentii,field
f5fb5b8a9a0eab84ad9b942d1ea3c0828a6e9f3127cf2283e6e4f4f5c260fb5e,dataset/images/field/quercus_muehlenbergii/13292245041119.jpg,quercus_muehlenbergii,field
f5fb5b8a9a0eab84ad9b942d1ea3c0828a6e9f3127cf2283e6e4f4f5c260fb5e,dataset/images/field/quercus_muehlenbergii/13292254754242.jpg,quercus_muehlenbergii,field
40c70384aa00167209c72e0cdf7dabfd30ecf84f5d326b755e90d8af5c975d0a,dataset/images/field/prunus_sargentii/13292228492717.jpg,prunus_sargentii,field
40c70384aa00167209c72e0cdf7dabfd30ecf84f5d326b755e90d8af5c975d0a,dataset/images/field/prunus_sargentii/13292233227911.jpg,prunus_sargentii,field
40c70384aa00167209c72e0cdf7dabfd30ecf84f5d326b755e90d8af5c975d0a,dataset/images/field/quercus_muehlenbergii/13292245046678.jpg,quercus_muehlenbergii,field
40c70384aa00167209c72e0cdf7dabfd30ecf84f5d326b755e90d8af5c975d0a,dataset/images/field/quercus_muehlenbergii/13292254751198.jpg,quercus_muehlenbergii,field
94dec995dc4061267f20bf608952810741e6dc501d6f8c87ea4354933170ae4f,dataset/images/field/prunus_sargentii/13292228494508.jpg,prunus_sargentii,field
94dec995dc4061267f20bf608952810741e6dc501d6f8c87ea4354933170ae4f,dataset/images/field/prunus_sargentii/13292233223015.jpg,prunus_sargentii,field
94dec995dc4061267f20bf608952810741e6dc501d6f8c87ea4354933170ae4f,dataset/images/field/quercus_muehlenbergii/13292245040818.jpg,quercus_muehlenbergii,field
94dec995dc4061267f20bf608952810741e6dc501d6f8c87ea4354933170ae4f,dataset/images/field/quercus_muehlenbergii/13292254759689.jpg,quercus_muehlenbergii,field
b056b45d746ab3fdbd0a37cf91b7c22c93291b4dbcdba8f4a39515b20c9e635b,dataset/images/field/prunus_sargentii/13292228495365.jpg,prunus_sargentii,field
b056b45d746ab3fdbd0a37cf91b7c22c93291b4dbcdba8f4a39515b20c9e635b,dataset/images/field/prunus_sargentii/13292233220639.jpg,prunus_sargentii,field
b056b45d746ab3fdbd0a37cf91b7c22c93291b4dbcdba8f4a39515b20c9e635b,dataset/images/field/quercus_muehlenbergii/13292245044126.jpg,quercus_muehlenbergii,field
b056b45d746ab3fdbd0a37cf91b7c22c93291b4dbcdba8f4a39515b20c9e635b,dataset/images/field/quercus_muehlenbergii/13292254756872.jpg,quercus_muehlenbergii,field
7a431a483820d8097eecdad6883bd575206f8c13dd2f6ea2661bfbd983d82a97,dataset/images/field/prunus_sargentii/13292228493739.jpg,prunus_sargentii,field
7a431a483820d8097eecdad6883bd575206f8c13dd2f6ea2661bfbd983d82a97,dataset/images/field/prunus_sargentii/13292233229711.jpg,prunus_sargentii,field
7a431a483820d8097eecdad6883bd575206f8c13dd2f6ea2661bfbd983d82a97,dataset/images/field/quercus_muehlenbergii/13292245043518.jpg,quercus_muehlenbergii,field
7a431a483820d8097eecdad6883bd575206f8c13dd2f6ea2661bfbd983d82a97,dataset/images/field/quercus_muehlenbergii/13292254752199.jpg,quercus_muehlenbergii,field
f5df3790f0c580c837e95800a91a1b61a409f28470bc6aa9d0ae34e1bf3d469c,dataset/images/field/prunus_sargentii/13292228499167.jpg,prunus_sargentii,field
f5df3790f0c580c837e95800a91a1b61a409f28470bc6aa9d0ae34e1bf3d469c,dataset/images/field/prunus_sargentii/13292233223845.jpg,prunus_sargentii,field
f5df3790f0c580c837e95800a91a1b61a409f28470bc6aa9d0ae34e1bf3d469c,dataset/images/field/quercus_muehlenbergii/13292245047188.jpg,quercus_muehlenbergii,field
f5df3790f0c580c837e95800a91a1b61a409f28470bc6aa9d0ae34e1bf3d469c,dataset/images/field/quercus_muehlenbergii/13292254751619.jpg,quercus_muehlenbergii,field
4e83e3048f0d1225b961c0db0e3e1ce8f12f3523c446fef83fc8ae1726b26400,dataset/images/field/prunus_sargentii/13292228497823.jpg,prunus_sargentii,field
4e83e3048f0d1225b961c0db0e3e1ce8f12f3523c446fef83fc8ae1726b26400,dataset/images/field/prunus_sargentii/13292233227480.jpg,prunus_sargentii,field
4e83e3048f0d1225b961c0db0e3e1ce8f12f3523c446fef83fc8ae1726b26400,dataset/images/field/quercus_muehlenbergii/13292245041662.jpg,quercus_muehlenbergii,field
4e83e3048f0d1225b961c0db0e3e1ce8f12f3523c446fef83fc8ae1726b26400,dataset/images/field/quercus_muehlenbergii/13292254752499.jpg,quercus_muehlenbergii,field
474d2540328d97e74678b2ff20316f620158247d4f2b6d100b4f4a225ba32e14,dataset/images/field/prunus_sargentii/13292228493269.jpg,prunus_sargentii,field
474d2540328d97e74678b2ff20316f620158247d4f2b6d100b4f4a225ba32e14,dataset/images/field/prunus_sargentii/13292233229228.jpg,prunus_sargentii,field
474d2540328d97e74678b2ff20316f620158247d4f2b6d100b4f4a225ba32e14,dataset/images/field/quercus_muehlenbergii/13292245046254.jpg,quercus_muehlenbergii,field
474d2540328d97e74678b2ff20316f620158247d4f2b6d100b4f4a225ba32e14,dataset/images/field/quercus_muehlenbergii/13292254752003.jpg,quercus_muehlenbergii,field
869d62b9ca655dfe7d0d51869e311cb16c3b2c72553418ae0cc035f35dd9aeaf,dataset/images/field/prunus_sargentii/13292228491646.jpg,prunus_sargentii,field
869d62b9ca655dfe7d0d51869e311cb16c3b2c72553418ae0cc035f35dd9aeaf,dataset/images/field/prunus_sargentii/13292233220728.jpg,prunus_sargentii,field
869d62b9ca655dfe7d0d51869e311cb16c3b2c72553418ae0cc035f35dd9aeaf,dataset/images/field/quercus_muehlenbergii/13292245040699.jpg,quercus_muehlenbergii,field
869d62b9ca655dfe7d0d51869e311cb16c3b2c72553418ae0cc035f35dd9aeaf,dataset/images/field/quercus_muehlenbergii/13292254755347.jpg,quercus_muehlenbergii,field
4544d1f098febbe95ece23cf811affb100411e00c3e4e32d6d9c0b6ccd67fdd1,dataset/images/field/prunus_sargentii/13292228494895.jpg,prunus_sargentii,field
4544d1f098febbe95ece23cf811affb100411e00c3e4e32d6d9c0b6ccd67fdd1,dataset/images/field/prunus_sargentii/13292233221210.jpg,prunus_sargentii,field
4544d1f098febbe95ece23cf811affb100411e00c3e4e32d6d9c0b6ccd67fdd1,dataset/images/field/quercus_muehlenbergii/13292245048753.jpg,quercus_muehlenbergii,field
4544d1f098febbe95ece23cf811affb100411e00c3e4e32d6d9c0b6ccd67fdd1,dataset/images/field/quercus_muehlenbergii/13292254750759.jpg,quercus_muehlenbergii,field
bca5c7c2e07f7294cef79d679f4e68258e6968c6fe9cd8b2c473a83a4818f53e,dataset/images/field/prunus_sargentii/13292228491441.jpg,prunus_sargentii,field
bca5c7c2e07f7294cef79d679f4e68258e6968c6fe9cd8b2c473a83a4818f53e,dataset/images/field/prunus_sargentii/13292233225659.jpg,prunus_sargentii,field
bca5c7c2e07f7294cef79d679f4e68258e6968c6fe9cd8b2c473a83a4818f53e,dataset/images/field/quercus_muehlenbergii/13292245046881.jpg,quercus_muehlenbergii,field
bca5c7c2e07f7294cef79d679f4e68258e6968c6fe9cd8b2c473a83a4818f53e,dataset/images/field/quercus_muehlenbergii/13292254753836.jpg,quercus_muehlenbergii,field
20ea16aad2253847236de7518ab054aa76e4950fdef96b91d29d016d5ded75a3,dataset/images/field/prunus_sargentii/13292228491298.jpg,prunus_sargentii,field
20ea16aad2253847236de7518ab054aa76e4950fdef96b91d29d016d5ded75a3,dataset/images/field/prunus_sargentii/13292233222350.jpg,prunus_sargentii,field
20ea16aad2253847236de7518ab054aa76e4950fdef96b91d29d016d5ded75a3,dataset/images/field/quercus_muehlenbergii/13292245043177.jpg,quercus_muehlenbergii,field
20ea16aad2253847236de7518ab054aa76e4950fdef96b91d29d016d5ded75a3,dataset/images/field/quercus_muehlenbergii/13292254753629.jpg,quercus_muehlenbergii,field
2ce0862a8b5fa268cd5287f0a8384c2b3bdf7b2492d013caa2914ac21ad414a1,dataset/images/field/prunus_sargentii/13292228490949.jpg,prunus_sargentii,field
2ce0862a8b5fa268cd5287f0a8384c2b3bdf7b2492d013caa2914ac21ad414a1,dataset/images/field/prunus_sargentii/13292233228591.jpg,prunus_sargentii,field
2ce0862a8b5fa268cd5287f0a8384c2b3bdf7b2492d013caa2914ac21ad414a1,dataset/images/field/quercus_muehlenbergii/13292245041192.jpg,quercus_muehlenbergii,field
2ce0862a8b5fa268cd5287f0a8384c2b3bdf7b2492d013caa2914ac21ad414a1,dataset/images/field/quercus_muehlenbergii/13292254754461.jpg,quercus_muehlenbergii,field
c83ef3eb4d959e3b7c2b4317d1303c0fc8dd2ccb244b105f545be566a3788b4a,dataset/images/field/prunus_sargentii/13292228498056.jpg,prunus_sargentii,field
c83ef3eb4d959e3b7c2b4317d1303c0fc8dd2ccb244b105f545be566a3788b4a,dataset/images/field/prunus_sargentii/13292233227826.jpg,prunus_sargentii,field
c83ef3eb4d959e3b7c2b4317d1303c0fc8dd2ccb244b105f545be566a3788b4a,dataset/images/field/quercus_muehlenbergii/13292254755836.jpg,quercus_muehlenbergii,field
79fb1670e133e7116e704c4bc5514d2b16605686833ea634c98fa3bb3cdab732,dataset/images/field/prunus_sargentii/13292228498479.jpg,prunus_sargentii,field
