sha256,canonical_path,canonical_source,duplicate_path,label,source
6e8573a80fe7ea68cfcda1c52299ecdeebce1eb6e200e273aef0bee909ddafff,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-05-2.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-05-2-048.jpg,maclura_pomifera,lab
125a7a9989446d487ffccc08286320bc658a24f1c644beca57c75192d8718df6,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-05-3.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-05-3-505.jpg,maclura_pomifera,lab
e281c5dd6dd02d0d8fef7670b3a9d0c68522674877c5e2c3376515e5d92d3fc2,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-05-4.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-05-4-554.jpg,maclura_pomifera,lab
130c124cedf4cd2fa3a2f4948ef54f3c3191073ce56e8c4b72124c57cd0b0181,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-06-1.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-06-1-837.jpg,maclura_pomifera,lab
6d2ca1b9523f9a37933ee6a56b1d4a8040240b26e79eb5ef72e1a9e07ad1c797,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-06-2.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-06-2-631.jpg,maclura_pomifera,lab
ca52b65d841c636a43cf6df03a467ab1fbccf6b0789a14f647bcb9e7aedb9c6e,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-06-3.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-06-3-852.jpg,maclura_pomifera,lab
81d4d13af7681d03a0e0e39628a177a18a5fcd24b33e33a543025b33d3481cd1,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-06-4.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-06-4-706.jpg,maclura_pomifera,lab
a1f91b0d1e2f2b7a5bc0d72b1308c2d487d8a5759fa19ec7e37e70c43f20a670,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-07-1.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-07-1-065.jpg,maclura_pomifera,lab
3b43fb8e8664ed1f0f0bf1670bbbdfcc8e6e5b254b33c0011e3ef1b750058f53,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-07-2.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-07-2-519.jpg,maclura_pomifera,lab
9b944fdb17e58bc80cfee3fe2fbb5f84e0ba331a6a51ae55b446ffa519942704,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-07-3.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-07-3-676.jpg,maclura_pomifera,lab
f06fc87f426390bc07145cff0709073dac12ba97ac111ce55cdf968aabd7571e,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-07-4.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-07-4-471.jpg,maclura_pomifera,lab
f44f61766b5f4c1d32c1dbd53c34cfbc361af08806136595c1bf4a29021c669d,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-08-1.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-08-1-730.jpg,maclura_pomifera,lab
970bbf3c5511c19d274a3f0a243a8855457400b0cf693598de012ef4f4e42711,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-08-2.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-08-2-165.jpg,maclura_pomifera,lab
89f961f1e823491682f12bd5e579fe59cb8b9cf5d8202d0599492706508fd977,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-08-3.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-08-3-662.jpg,maclura_pomifera,lab
ff1c71c66e7504ec83b076571691968ece539b8880470975af252333f7526e30,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-08-4.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-08-4-565.jpg,maclura_pomifera,lab
0f2a19c92c1e7981c37e0d452b37f58217552e06fc97190bd6f525d2fbb03fae,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-09-1.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-09-1-826.jpg,maclura_pomifera,lab
55426ff96329b34d6cbe86d3e14af78f3f157ec05f029a8ebf36994a558eba71,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-09-2.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-09-2-671.jpg,maclura_pomifera,lab
afe5d16e98b1695f48f7fcbb08ed217fd985643ebc23c7298b5619d5db0a05da,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-09-3.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-09-3-024.jpg,maclura_pomifera,lab
d7cc6253bef69394675e2a4a4f953300dc339457208bc19de4d329222186865a,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-09-4.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-09-4-478.jpg,maclura_pomifera,lab
6b0803e342260fda8d57ce4e666abd873108ccd8f541ac746d293d93b6ac4047,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-10-1.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-10-1-466.jpg,maclura_pomifera,lab
e985f382b38de34d2eb054bf060d19aac43eb9a94ee8d2496eb6e4f0019d2a8a,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-10-2.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-10-2-314.jpg,maclura_pomifera,lab
6851c1656f01a9f2cceb658716e414ee1e49b3865cf25e41236d5684f4210cea,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-10-3.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-10-3-626.jpg,maclura_pomifera,lab
017abf0990ee4760cc68b24ea91c11081c81e7773e25284e4af0eed006875e3c,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-10-4.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-10-4-920.jpg,maclura_pomifera,lab
2e9555c95a73ab42b14ae3e08050175a21546aec6cba1b6912b944bf617a145d,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-11-1.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-11-1-006.jpg,maclura_pomifera,lab
f3a21f1073ed19690a0fb576b114a2636b9a69ea72fb6486637165f4cf25cf1d,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-11-2.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-11-2-320.jpg,maclura_pomifera,lab
84bfc07155abcee19a2af1276f4817eb9ce51f38883338ab4b0cbaa5579df364,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-11-3.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-11-3-892.jpg,maclura_pomifera,lab
17b112e1e8298e62ecc3e4a617056d4a9a4821173c7b86591472610b8f552076,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-11-4.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-11-4-308.jpg,maclura_pomifera,lab
82afb37bf06358524433009c18c36ec1e39f689de09bb66a02b38522b0b14580,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-12-1.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-12-1-606.jpg,maclura_pomifera,lab
7e8ca3c203028a9bb742936ccb6dd21c250ce7078065f416e964702c9cff24b0,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-12-2.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-12-2-835.jpg,maclura_pomifera,lab
93994702b84757fbebec56662e6d4073cfbe8dadb311945bdf6aab8a34c3d405,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-12-3.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-12-3-995.jpg,maclura_pomifera,lab
b878bd52d4e70bd2c49e282f54f7db63adee5e508b2198476f6c8988fdd63047,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-12-4.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2235-12-4-431.jpg,maclura_pomifera,lab
ff80b6fc2b1f67305fa8a39110d79f0d0a551c32b76925a57e6e7729de6cef51,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-01-1.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-01-1-576.jpg,maclura_pomifera,lab
c36468db07d6796d28cd5ad06973c89b582a62e55ec996eca4f9e2e9adbfba8d,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-01-2.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-01-2-700.jpg,maclura_pomifera,lab
a1fec83428940a759070d01f08f8132c89a1084dd16fc11d7fd0de2d3e472f5b,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-01-3.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-01-3-219.jpg,maclura_pomifera,lab
8b66b99b92a1c0f4d2b825fef1c9c4f035af4263afffb358cf4498b935604fc6,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-01-4.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-01-4-868.jpg,maclura_pomifera,lab
82801cc420a050a51bcc6a0e251461d671bff445140d17e58651042cf6061612,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-02-1.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-02-1-321.jpg,maclura_pomifera,lab
2b406ef5c0a90693d8a718afdf30d7e000a4d274c3aa96f349d2fe1c9495f197,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-02-2.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-02-2-933.jpg,maclura_pomifera,lab
c6d0264cb48aca56fc8abe986359e9247b9aa8f5dbadd861eae2b95a62a2c0de,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-02-3.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-02-3-659.jpg,maclura_pomifera,lab
38ae913ca71cb6d542ff1003af8fce7294e9780208d5bc960793aa2c70e79df3,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-02-4.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-02-4-618.jpg,maclura_pomifera,lab
16bb9c5ce3fed8d9592bc1f3ea02e6adec5d50159d02b17691404cf046257d90,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-03-1.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-03-1-295.jpg,maclura_pomifera,lab
e5788cd711b83e508f6581c98a5c2ad721a1700bc7453c3f5bedc4549a5ea989,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-03-2.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-03-2-956.jpg,maclura_pomifera,lab
59df141cf890601ddf16870cb2b6a557a7017773c0bff1280f0f84ea846c30c1,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-03-3.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-03-3-357.jpg,maclura_pomifera,lab
789623638c98a47cd58c60277691c2c6fb185bc9b90b5debdde2fd1144f24321,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-03-4.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-03-4-890.jpg,maclura_pomifera,lab
5e3b4408f146917815b12e654e7d2bbd2f4667af75a8b2cc47feabead1887550,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-04-1.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-04-1-522.jpg,maclura_pomifera,lab
51eeb7bb9bb67e4378162d4d26c235b7f69fc6e36996cc53937e98efca1169c6,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-04-2.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-04-2-867.jpg,maclura_pomifera,lab
d5733b286fe3f5b3f220fbfcd447b769d7d3dd4852b7db1e572819dafca9a828,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-04-3.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-04-3-673.jpg,maclura_pomifera,lab
435d512d84a037b253150a2895ffb1c0d5e5bad8329caca31a45d4badaf26026,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-04-4.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-04-4-679.jpg,maclura_pomifera,lab
ba50ad902ed8737b35bf96f05e8c28f20ae614d9c76c60a36945ba88cc7607fb,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-05-1.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-05-1-248.jpg,maclura_pomifera,lab
d9a5a3b2693896388421e32f537887319baa92c1a43e6dc802ed0223cfb2d125,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-05-2.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-05-2-628.jpg,maclura_pomifera,lab
efd4383799048d83440e8466fcfe8d01785b1de71277b85bfb425ebc4b32031b,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-05-3.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-05-3-263.jpg,maclura_pomifera,lab
84ac69c9b649a1019bb28ede3e14ab499a8610efbaa7c383fd66ed79d72496cc,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-05-4.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-05-4-654.jpg,maclura_pomifera,lab
4df34bc44ef6935e200daad266d81bb69afd743096f9ac6dd9295621e2a8dda5,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-06-1.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-06-1-831.jpg,maclura_pomifera,lab
b7213b4c4762e4b3918032c890d1992424d8e6f7838eaa8dd041e87b27268814,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-06-2.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-06-2-452.jpg,maclura_pomifera,lab
172a60f9776bcc37a07895759bea5df3a0fb4903b470255ddf582e234eaf3c36,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-06-3.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-06-3-658.jpg,maclura_pomifera,lab
79b12b6c5cadc20cf85f6a3c8890b77b294f8f7cfb00b8f00fba95c172039401,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-06-4.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-06-4-506.jpg,maclura_pomifera,lab
6f5a15a7cc382e6c16461d2cb5790028581aa7fb735f7a494c3a415a7094df82,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-07-1.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-07-1-087.jpg,maclura_pomifera,lab
5ccb80a05151df7adc43a430c91f7083bd40020c03196c0609dc1369f1de76a3,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-07-2.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-07-2-360.jpg,maclura_pomifera,lab
63745afc524cbcfe3c173b81f4bf9e6abd2bdc454418fd429fbb8be50b3fcdca,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-07-3.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-07-3-891.jpg,maclura_pomifera,lab
2605b01577a7d47d8e4f9f8de6d2ac3d6a35bd7463fd8c72fbffd0f08a114281,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-07-4.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-07-4-217.jpg,maclura_pomifera,lab
8c06b17384bc122b193ea1915f21ac6e8941dba930037337775a8683ba50a84c,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-08-1.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-08-1-049.jpg,maclura_pomifera,lab
8db11f6a8ffe9bbf06a714e618eefca57e8a5b8f8da39f52926d7d641f5a187d,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-08-2.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-08-2-347.jpg,maclura_pomifera,lab
f99b040766303573ee8c2660aee012f7709998c7032d2d08978f55b41bb8a0d4,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-08-3.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-08-3-736.jpg,maclura_pomifera,lab
8d09fa20d2336a1c9bdfc643c63b3f1bc804e581e05866ec37e56e5bdb91932a,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-08-4.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-08-4-844.jpg,maclura_pomifera,lab
7746600f31bd5fff490ad6d908047d64d2f4a66cce879e79cacd72b33e86a1f7,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-09-1.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-09-1-362.jpg,maclura_pomifera,lab
33b04d73a6050807c31d342c8ccb4d9481e4d2e1a0f0675df531aaef25f6c61e,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-09-2.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-09-2-566.jpg,maclura_pomifera,lab
17f8fd8c4924217cf56b3616b8e4b566b2e9272fb215283e4ef46ba0f87ddfb5,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-09-3.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-09-3-911.jpg,maclura_pomifera,lab
09ced10beb968dc41cf2854756e7b1435ef3bba52fac876887366f7e1b217ed7,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-09-4.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-09-4-726.jpg,maclura_pomifera,lab
6c1bd667d6aefc4ee2aee9c158a5506e4c4e7f4cdfafca4b0c921617c221057d,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-10-1.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-10-1-951.jpg,maclura_pomifera,lab
1626c6cf91514f4b43ac365b21607d68cad15150c480116e39e987be5ab2018b,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-10-2.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-10-2-802.jpg,maclura_pomifera,lab
aedac36b90d3e92a49348554b8c25787e0a69efaa70bb0e6cf0d24393a6b8309,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-10-3.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-10-3-061.jpg,maclura_pomifera,lab
39acd90fec644db3f4b47bd4c0dbca027f9c88b2aa2a552386bb82485b10ae19,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-10-4.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-10-4-388.jpg,maclura_pomifera,lab
bf5f386dba7f03a2a32dc84f2cc37b344a0b284996a2339011477e17e1a33c49,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-11-1.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-11-1-149.jpg,maclura_pomifera,lab
b67eb13a4fae3b113b4970c447bb76b87576f794dd18cb8aaae92bf81e7032c0,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-11-2.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-11-2-899.jpg,maclura_pomifera,lab
30675ceff38829cab6128401dae4c70261bbc801fb358f93965c613ecabf23e6,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-11-3.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-11-3-230.jpg,maclura_pomifera,lab
8b73790b378cb360ac674ba1f873ab9531408c614dc625369990b5bc83567a42,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-11-4.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-11-4-136.jpg,maclura_pomifera,lab
4adefd73ca02a7b43e5561f325a90c474bc2bd093524d96827d128e682ce6d2c,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-12-1.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-12-1-935.jpg,maclura_pomifera,lab
14797fd4971ce8d11f159eb1b646da00402df0b33c54f58ccbf380f9892fcd72,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-12-2.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-12-2-450.jpg,maclura_pomifera,lab
60373d6286a0b3cb8281ee86ccdeb3f816ec5ecef590d8a6ce28d9878ef7cf03,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-12-3.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-12-3-110.jpg,maclura_pomifera,lab
653bf4af13b059a021f5a981fc2b401acc9b58544fea37e9a40e3bd62faf04f2,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-12-4.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2719-12-4-177.jpg,maclura_pomifera,lab
3131658acde36ea5d1a2b53402bfb85aa8884006741598943dba1c8b8744911d,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2774-01-1.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2774-01-1-129.jpg,maclura_pomifera,lab
b2129c36f8d538da9c38e29c91d0fd4822ab394632ea64dfaf65fd28fb64cf99,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2774-01-2.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2774-01-2-347.jpg,maclura_pomifera,lab
5aa50a9b648e608f7474bab22b10b48f67fb39be07fd625a4178ef4bbc126226,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2774-01-3.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2774-01-3-669.jpg,maclura_pomifera,lab
fa10ff189661ba56ffa76f132df3a6aed3dce1b78038bcb19705aa3c876f335e,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2774-01-4.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2774-01-4-852.jpg,maclura_pomifera,lab
394b2305ede2f95110b2e358459e43aec261d31074ebfa3e0420a206b425a093,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2774-02-1.jpg,lab,dataset/images/lab/Auto_cropped/maclura_pomifera/pi2774-02-1-769.jpg,maclura_pomifera,lab
